Becken-ID,Bad-ID,Beckentyp,"Abweichende Form","Lage des Beckens",Fläche,Länge,Breite,"Gleichmäßige Tiefe",Variofunktion,"Tiefe Minimum","Tiefe Maximum","Stufen Hubboden",Sprungbecken,"Besondere Aspekte",Schwimmen,Wasserball,Kunstspringen,Turmspringen,Kanu,Synchronschwimmen,Rettungsschwimmen,Anfängerschwimmen,"Sonstige Sportarten","Anzahl Bahnen"
7512,2721,Kleinkinderbecken,ja,,,,,nein,nein,0.1,0.4,,nein,,,,,,,,,,,
7513,2722,Schwimmerbecken,nein,,,50,21,nein,nein,0.5,3,,ja,"Nichtschwimmerbereich integriert",,,,,,,,,,
7514,2722,Kleinkinderbecken,ja,,,,,nein,nein,0.1,0.45,,nein,,,,,,,,,,,
7515,2723,Schwimmerbecken,nein,,,50,20,nein,nein,1,3,,nein,"Nichtschwimmerbereich integriert",,,,,,,,,,4
7516,2723,Kleinkinderbecken,ja,,,,,nein,nein,0.1,0.4,,nein,,,,,,,,,,,
7517,2724,Schwimmerbecken,nein,,,25,,nein,nein,,,,nein,,,,,,,,,,,
7518,2725,Schwimmerbecken,nein,,,50,25,nein,nein,0.9,3.8,,ja,,,,,,,,ja,ja,,
7519,2725,Kleinkinderbecken,ja,,,,,nein,nein,0.1,0.4,,nein,,,,,,,,,,,
7520,2726,Schwimmerbecken,ja,,,,,nein,nein,,,,nein,"Nichtschwimmerbereich integriert",,,,,,,,,,
7521,2726,Kaltwasser-Tretbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7523,2728,Schwimmerbecken,nein,1,313,25,12.5,ja,nein,,2,,,,,,,,,,,,,5
7524,2728,Nichtschwimmerbecken,nein,1,102,16.7,6,ja,ja,1.3,1.3,,nein,,,,,,,,,,,
7525,2728,Kleinkinderbecken,ja,1,33.04,5.5,6,ja,nein,0.34,0.34,,nein,,,,,,,,,,,
7526,2728,Kursbecken,ja,1,100,12.5,8,ja,nein,,,,nein,,,,,,,,,,,2
7527,2728,Kleinkinderbecken,ja,1,16,5,3.2,ja,nein,0.1,0.1,,nein,,,,,,,,,,,
7528,2728,Nichtschwimmerbecken,ja,2,255,25,10,ja,nein,1.3,1.3,,nein,,,,,,,,,,,
20168,2728,Kleinkinderbecken,ja,,17,5,3.2,ja,,2,0.2,,,,,,,,,,,,,
20169,2728,Nichtschwimmerbecken,nein,,28,7,4,,,1.3,,,,Rutschenbecken,,,,,,,,,,
20170,2728,Tauchbecken,,,,,,,,1.35,1.65,,nein,,,,,,,,,,,
20171,2728,Nichtschwimmerbecken,nein,,122,18,7.7,,,1.3,,,,,,,,,,,,,,
20172,2728,Kleinkinderbecken,ja,,33,5.5,6,ja,,0.3,0.3,,,,,,,,,,,,,
20173,2728,Kleinkinderbecken,,,16.23,5.9,2.75,ja,,0.3,0.3,,,,,,,,,,,,,
20174,2728,Kleinkinderbecken,ja,,18.75,3.75,5,ja,,0.35,0.35,,nein,,,,,,,,,,,
20175,2728,Warmsprudelbecken,ja,,16.4,3.8,,,,,,,,,,,,,,,,,,
7529,2729,Kursbecken,ja,,,15,5,nein,nein,,,,nein,,,,,,,,,,,
7530,2730,Nichtschwimmerbecken,,,,,,ja,,,1.3,,,,,,,,,,,,,
7531,2730,Schwimmerbecken,,,325,25,13,nein,,0.9,3.4,,,,,,,,,,,,,
7532,2730,Schwimmerbecken,,,625,50,12.5,nein,,1.8,3.8,,,,,,,,,,,,,
7533,2730,Kursbecken,,,96,16,6,nein,,0.8,1.3,,,,,,,,,,,,,
7534,2730,Kleinkinderbecken,,,,,,ja,,,0.3,,,,,,,,,,,,,
7535,2730,Kleinkinderbecken,,,,,,ja,,,0.3,,,,,,,,,,,,,
7536,2731,Schwimmerbecken,nein,1,450,,,ja,nein,2,2,,nein,,,,,,,,,,,5
7538,2731,Kleinkinderbecken,ja,2,45,9,7,nein,nein,,,,nein,,,,,,,,,,,
7539,2731,Nichtschwimmerbecken,nein,1,210,18.93,12.43,,nein,,,,nein,,,,,,,,,,,2
7540,2731,Kursbecken,nein,1,143,13,11,ja,nein,1,1,,nein,,,,,,,,,,,2
7542,2733,Schwimmerbecken,nein,1,312.5,25,12.5,nein,nein,,3.8,,ja,,ja,,,ja,nein,,ja,ja,,5
7543,2733,Kursbecken,ja,1,125,12.5,10,nein,nein,1.2,1.2,,nein,,,,,,,,,,,2
7544,2734,Schwimmerbecken,,,1000,50,20,ja,,,2,,nein,,,,,,,,,,,
7546,2734,Springerbecken,,,,,,ja,,,4,,,,,,,,,,,,,
7547,2734,Kursbecken,,,,8,12,ja,,,1,,,,,,,,,,,,,
7548,2737,Schwimmerbecken,nein,,312.5,25,12.5,nein,nein,0.6,3.6,,nein,,ja,ja,nein,nein,nein,ja,ja,ja,,5
7552,2739,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7553,2739,Schwimmerbecken,,,250,25,10,ja,,,1,,,,,,,,,,,,,
7554,2739,Schwimmerbecken,,,375,25,15,ja,,,1,,,,,,,,,,,,,
7555,2739,Kleinkinderbecken,,,,,,ja,,,0,,,,,,,,,,,,,
7556,2739,Kleinkinderbecken,,,,,,ja,,,0,,,,,,,,,,,,,
7557,2740,Schwimmerbecken,nein,,,50,,nein,nein,,,,ja,,,,,,,,,,,8
7558,2740,Nichtschwimmerbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
7559,2740,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7560,2741,Schwimmerbecken,,,620,25,,nein,,1,3,,,,,,,,,,,,,3
7561,2741,Kleinkinderbecken,,,70,,,,,,,,,,,,,,,,,,,
7562,2741,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7566,2745,Schwimmerbecken,nein,,,25,10,nein,,,,,ja,,,,,,,,,,,4
7567,2745,Nichtschwimmerbecken,nein,,,12,10,,nein,,,,nein,,,,,,,,,,,
7568,2745,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7569,2746,Schwimmerbecken,,,600,,,,,,,,,,,,,,,,,,,
7570,2747,Nichtschwimmerbecken,ja,,1600,40,40,nein,nein,0.75,1.25,,nein,Treppeneinstieg,nein,nein,nein,nein,nein,nein,nein,ja,,
7571,2747,Schwimmerbecken,nein,,1050,50,21,ja,nein,2.2,2.2,,nein,,ja,ja,nein,nein,ja,nein,ja,ja,,8
7572,2747,Schwimmerbecken,nein,,1050,50,21,nein,nein,1.35,4.2,,ja,Treppeneinstieg,ja,ja,ja,ja,ja,ja,ja,ja,,8
7573,2747,Nichtschwimmerbecken,nein,,218,15.6,13.98,nein,nein,0.75,1.25,,nein,Treppeneinstieg,nein,nein,nein,nein,ja,nein,ja,ja,,
7574,2747,Kleinkinderbecken,ja,,14,4.2,,ja,nein,0.2,0.2,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
7575,2748,Schwimmerbecken,,,,50,,,,,,,nein,,,,,,,,,,,
7576,2748,Nichtschwimmerbecken,,,,,,,,,,,ja,,,,,,,,,,,
7577,2748,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7578,2749,Schwimmerbecken,,,128,16,8,nein,ja,1,1.9,,nein,,,,,,,,,,,
7579,2749,Kleinkinderbecken,,,,,,nein,,0.3,0.6,,,,,,,,,,,,,
7581,2751,Nichtschwimmerbecken,,,,,,ja,,,1,,,,,,,,,,,,,
7582,2751,Schwimmerbecken,,,250,25,10,nein,,1,1,,,,,,,,,,,,,
7583,2751,Kleinkinderbecken,,,,,,ja,,,0,,,,,,,,,,,,,
7584,2751,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
7585,2751,Tauchbecken,,,,,,,,,,,,,,,,,,,,,,
7586,2751,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
7587,2752,Schwimmerbecken,,,,25,,nein,nein,,,,ja,,,,,,,,,,,5
7588,2752,Nichtschwimmerbecken,nein,,,25,,nein,nein,,,,nein,,,,,,,,,,,5
7589,2752,Kleinkinderbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
7590,2753,Schwimmerbecken,nein,,,50,,nein,nein,,,,ja,,,,,,,,,,,8
7591,2753,Nichtschwimmerbecken,,,,,,ja,nein,,,,nein,,,,,,,,,,,
7595,2755,Schwimmerbecken,nein,,250,25,10,nein,nein,1,1.85,,nein,,,,,,,,,,,4
7596,2755,Kleinkinderbecken,ja,,3.92,,,nein,nein,0.2,0.3,,nein,,,,,,,,,,,
7597,2755,Nichtschwimmerbecken,ja,,98,14,7,ja,nein,,,,nein,,,,,,,,,,,
7598,2756,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7599,2756,Schwimmerbecken,nein,,,27,,nein,nein,,,,ja,Außenbecken,,,,,,,,,,
7600,2756,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7601,2756,Nichtschwimmerbecken,nein,,,,,nein,nein,,,,nein,Außenbecken,,,,,,,,,,
7602,2756,Warmsprudelbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7604,2757,Schwimmerbecken,nein,,,25,,nein,nein,,,,nein,,,,,,,,,,,
7605,2757,Nichtschwimmerbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
7606,2757,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
19612,2759,Schwimmerbecken,nein,,,,,nein,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,ja,,
7609,2760,Schwimmerbecken,nein,,750,50,15,nein,nein,,2,,nein,,,,,,,,,,,
7610,2760,Kleinkinderbecken,ja,,50,,,nein,nein,0.3,0.5,,nein,,,,,,,,,,,
7612,2760,Nichtschwimmerbecken,nein,,,,,nein,nein,1.2,1,,nein,,,,,,,,,,,
7611,2762,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7613,2762,Schwimmerbecken,nein,,,25,,nein,nein,,,,nein,,,,,,,,,,,
7614,2762,Warmsprudelbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
7615,2762,Tauchbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
7616,2763,Variobecken,nein,,375,25,15,nein,ja,0.95,2,,nein,Treppenanlage,,ja,nein,nein,nein,,ja,ja,,6
7617,2763,Kleinkinderbecken,,,15,5,3,nein,nein,0,0.3,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
7618,2764,Schwimmerbecken,,,,16.66,8.5,nein,nein,0.9,2.1,,nein,Treppeneinstieg,ja,nein,nein,nein,nein,nein,ja,ja,,3
7619,2765,Schwimmerbecken,nein,,,,,nein,nein,,,,nein,"Nichtschwimmerbereich integriert",,,,,,,,,,
7620,2765,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7621,2766,Schwimmerbecken,nein,,,50,25,,nein,,,,ja,,,,,,,,,,,
7622,2766,Nichtschwimmerbecken,nein,,,20,8,,nein,,,,nein,,,,,,,,,,,
7623,2766,Kleinkinderbecken,nein,,,6,6,,nein,,,,nein,,,,,,,,,,,
7625,2768,Schwimmerbecken,nein,,,25,12.5,ja,nein,2.1,2.1,,nein,"behindertengerechter Einstieg",,,,,,,,,,
7626,2768,Nichtschwimmerbecken,nein,,,12.5,12.5,ja,nein,0.95,0.95,,nein,,,,,,,,,,,
7627,2768,Kleinkinderbecken,nein,,,8,6,ja,nein,0.25,0.25,,nein,,,,,,,,,,,
7631,2773,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7633,2773,Kaltwasser-Tretbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7635,2773,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7639,2773,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7632,2774,Nichtschwimmerbecken,ja,,135,,,nein,nein,0.9,1.35,,,,,,,,,,,,,
7634,2774,Nichtschwimmerbecken,ja,,60,,,nein,nein,0.9,1.2,,nein,,,,,,,,,,,
7636,2774,Schwimmerbecken,ja,,,25,,nein,nein,1.35,1.9,,nein,,,,,,,,,,,2
7638,2774,Nichtschwimmerbecken,ja,,60,,,nein,nein,0.9,1.2,,nein,,,,,,,,,,,
7641,2775,Schwimmerbecken,ja,,,50,,nein,nein,,,,ja,,ja,,nein,,nein,,ja,ja,,8
7643,2775,Nichtschwimmerbecken,nein,,,,,nein,nein,,,,nein,,nein,,nein,nein,nein,nein,nein,ja,,
7644,2775,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
7645,2777,Schwimmerbecken,nein,,,50,30,nein,nein,0,1.8,,nein,"Nichtschwimmerbereich integriert",,,,,,,,,,
7646,2777,Springerbecken,ja,,,,,ja,nein,4.5,4.5,,nein,,,,,,,,,,,
7647,2777,Kleinkinderbecken,ja,,,,,nein,nein,0.1,0.4,,nein,,,,,,,,,,,
7648,2778,Schwimmerbecken,nein,,,50,20,nein,nein,0.5,2.9,,ja,"Nichtschwimmerbereich integriert",,,,,,,,,,
7649,2778,Kleinkinderbecken,ja,,,,,nein,nein,0.1,0.35,,nein,,,,,,,,,,,
7650,2779,Schwimmerbecken,nein,,,50,18,,nein,,,,ja,,,,,,,,,,,6
7651,2779,Nichtschwimmerbecken,nein,,,30,18,,nein,,,,nein,,,,,,,,,,,
7654,2780,Schwimmerbecken,nein,1,,25,,,nein,,2.1,,nein,"Breite Einstiegshilfe",ja,,nein,nein,nein,,ja,ja,,5
7655,2780,Nichtschwimmerbecken,ja,2,,,,,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,ja,,
7660,2781,Schwimmerbecken,nein,,,50,20,nein,nein,0,3.6,,ja,"Nichtschwimmerbereich integriert",,,,,,,,,,
7661,2782,Schwimmerbecken,ja,,,,,nein,nein,,,,ja,,,,,,,,,,,
7662,2782,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7663,2783,Schwimmerbecken,ja,,,,,nein,nein,,,,ja,,,,,,,,,,,6
7664,2783,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7667,2785,Schwimmerbecken,nein,,,25,,,nein,,,,nein,,,,,,,,,,,4
7668,2785,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7669,2785,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7672,2785,Kaltwasser-Tretbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7673,2785,Kaltwasser-Tretbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7670,2786,Schwimmerbecken,nein,,,,,nein,nein,,,,nein,"Nichtschwimmerbereich integriert",,,,,,,,,,
7671,2786,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7677,2788,Schwimmerbecken,nein,,,25,,nein,nein,,,,ja,,,,,,,,,,,
7679,2789,Schwimmerbecken,,,,,,,,,,,ja,,,,,,,,,,,
7680,2791,Schwimmerbecken,nein,,,50,,ja,nein,,,,,,,,,,,,,,,8
7681,2791,Springerbecken,nein,,,,,ja,nein,,,,ja,,,,,,,,,,,
7683,2791,Nichtschwimmerbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
7684,2791,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7688,2794,Schwimmerbecken,nein,,,25,,ja,nein,,,,nein,,,,,,,,,,,5
7689,2794,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7690,2794,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7691,2794,Schwimmerbecken,nein,,,25,,nein,nein,,,,ja,,,,,,,,,,,8
7692,2794,Nichtschwimmerbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
7693,2794,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7696,2796,Schwimmerbecken,nein,,,25,12.5,nein,nein,0.8,1.8,,nein,,,,,,,,,,,5
7697,2796,Kleinkinderbecken,nein,,,12,6,nein,nein,,,,nein,,,,,,,,,,,
7698,2797,Schwimmerbecken,nein,,,,3.45,nein,,0.9,,,ja,,,,,,,,,,,4
7699,2798,Schwimmerbecken,nein,,,25,10,nein,nein,,,,ja,,,,,,,,,,,4
7702,2798,Nichtschwimmerbecken,nein,,,10,10,nein,nein,0.8,1.3,,nein,,,,,,,,,,,
7704,2798,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7705,2800,Schwimmerbecken,nein,,,25,16,nein,,1.45,3.8,,,,,,,,,,,,,
7706,2800,Nichtschwimmerbecken,,,,20,16,nein,,0.65,1.35,,,,,,,,,,,,,
7708,2800,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7707,2801,Schwimmerbecken,nein,,,25,,,,,,,,,,,,,,,,,,
7709,2801,Nichtschwimmerbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
7710,2801,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7711,2801,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7712,2801,Kleinkinderbecken,nein,,,,,,nein,,,,nein,,,,,,,,,,,
7713,2801,Schwimmerbecken,ja,,,33,,nein,nein,,,,ja,,,,,,,,,,,7
7716,2801,Tauchbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7717,2801,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7714,2802,Schwimmerbecken,,,,25,15,nein,,1.35,1.9,,,,,,,,,,,,,
7715,2802,Nichtschwimmerbecken,,,,22,17,,,0.6,1.35,,,,,,,,,,,,,
7718,2803,Schwimmerbecken,nein,,,25,15,nein,,2,4.4,,ja,,,,,,,,,,,
7719,2803,Nichtschwimmerbecken,,,,15,8.33,,,0.8,1.1,,,,,,,,,,,,,
7720,2804,Schwimmerbecken,,,,25,21,nein,nein,1.8,3.8,,ja,,ja,,,,,,,,,
7721,2804,Nichtschwimmerbecken,,,,8,16.66,nein,nein,0.6,1.25,,nein,,,,,,,,,,,
7722,2805,Schwimmerbecken,,,,25,,nein,nein,,,,ja,,,,,,,,,,,5
7723,2805,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7724,2805,Schwimmerbecken,ja,,,25,,nein,nein,,,,nein,,,,,,,,,,,4
7725,2805,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7726,2807,Schwimmerbecken,,,,,,,,,,,ja,,,,,,,,,,,
7728,2809,Schwimmerbecken,ja,,,25,,nein,nein,,3.9,,ja,,,,,,,,,,,4
7729,2809,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7732,2811,Schwimmerbecken,nein,,,25,,nein,nein,1.8,2.1,,nein,,,,,,,,,,,5
7733,2811,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7734,2811,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7735,2811,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7736,2811,Nichtschwimmerbecken,,,,,,,nein,,1.35,,nein,,,,,,,,,,,
7737,2811,Nichtschwimmerbecken,ja,,,,,nein,nein,0.4,1.1,,nein,,,,,,,,,,,
7738,2811,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7739,2811,Warmsprudelbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
7740,2812,Schwimmerbecken,nein,,,25,12.5,ja,nein,1.8,1.8,,nein,,,,,,,,,,,
19853,2818,Schwimmerbecken,nein,,,,,nein,,,,,nein,,,,,,,,,,,3
7762,2821,Schwimmerbecken,,,,50,,,,,,,,,,,,,,,,,,6
7763,2821,Springerbecken,,,,,,,,,,,,,,,,,,,,,,
7766,2821,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7767,2821,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7761,2822,Schwimmerbecken,nein,,,25,,nein,nein,,,,ja,,,,,,,,,,,5
7764,2822,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7765,2822,Schwimmerbecken,nein,,900,50,18,nein,nein,,,,ja,,,,,,,,,,,8
7768,2822,Nichtschwimmerbecken,ja,,800,,,nein,nein,,,,nein,,,,,,,,,,,
7769,2822,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7750,2823,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7751,2823,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7752,2823,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7753,2823,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7754,2823,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7755,2823,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7756,2823,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7757,2823,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7758,2823,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7759,2823,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7760,2823,Nichtschwimmerbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
7770,2824,Schwimmerbecken,,1,,25,,nein,nein,,2.2,,nein,,ja,,nein,nein,nein,,ja,ja,,5
7771,2824,Kursbecken,,1,,,,nein,nein,,,,nein,,nein,,nein,nein,nein,,,ja,,
7772,2825,Schwimmerbecken,nein,,,25,,nein,nein,,,,ja,,,,,,,,,,,4
7773,2825,Nichtschwimmerbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
20324,2825,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7782,2829,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7783,2829,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7780,2830,Schwimmerbecken,nein,,,25,12.5,nein,nein,1.8,2.2,,nein,,,,,,,,,,,5
7781,2830,Schwimmerbecken,ja,,,,,nein,nein,0.5,3.6,,ja,,,,,,,,,,,
7784,2830,Kursbecken,nein,,,12.5,6,ja,nein,1.1,1.1,,nein,,,,,,,,,,,
7785,2830,Kleinkinderbecken,ja,,,,,nein,nein,0.1,0.4,,nein,,,,,,,,,,,
7786,2830,Kleinkinderbecken,ja,,,,,nein,nein,0.1,0.4,,nein,,,,,,,,,,,
7790,2833,Schwimmerbecken,nein,,,25,,nein,nein,1,,,nein,Lift,,,,,,,,,,
7791,2835,Schwimmerbecken,nein,,,25,,nein,nein,,,,nein,,,,,,,,,,,5
7792,2835,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7796,2838,Schwimmerbecken,nein,,,50,36,nein,nein,,2.1,,nein,,,,,,,,,,,
7797,2838,Kleinkinderbecken,nein,,200,,,ja,nein,0.35,0.35,,nein,,,,,,,,,,,
7798,2840,Schwimmerbecken,nein,,200,,,nein,ja,,,,,,,,,,,,,,,
7804,2840,Schwimmerbecken,nein,,315,,,nein,nein,,,,ja,,,,,,,,,,,5
7805,2840,Kleinkinderbecken,ja,,36,,,nein,nein,,,,nein,,,,,,,,,,,
7799,2841,Schwimmerbecken,,,,25,,,ja,,,,,,,,,,,,,,,5
7800,2841,Kursbecken,,,,,,,,,,,,,,,,,,,,,,
7801,2841,Springerbecken,,,,,,,,,,,nein,,,,,,,,,,,
7803,2841,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7806,2843,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7808,2843,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7812,2843,Schwimmerbecken,,,,50,,,,,,,,,,,,,,,,,,3
7809,2845,Schwimmerbecken,nein,1,,25,,nein,nein,,3.9,,ja,,ja,ja,,ja,nein,,ja,ja,,5
7810,2845,Nichtschwimmerbecken,,1,,,,,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,ja,,
7811,2845,Kleinkinderbecken,,1,,,,,nein,,,,nein,,nein,ja,nein,nein,nein,nein,nein,nein,,
7814,2847,Schwimmerbecken,,,,25,,,,,,,,,,,,,,,,,,4
7815,2847,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7816,2847,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7817,2848,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7818,2848,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7819,2849,Schwimmerbecken,nein,2,850,50,17,ja,nein,2,2,,nein,"beidseitig Startblöcke, Poollifter",ja,ja,nein,nein,ja,ja,ja,nein,,6
7820,2849,Springerbecken,nein,,96,12,8,nein,nein,,3.9,,ja,,nein,nein,ja,ja,nein,ja,ja,nein,Unterwasserrugby,
7821,2849,Nichtschwimmerbecken,nein,,300,25,12,nein,nein,0.8,1.35,,nein,,nein,nein,nein,nein,nein,nein,nein,ja,,
7822,2849,Kleinkinderbecken,,,,,,,,0,0.5,,nein,"großes Sonnensegel, Wasserspiele, -speier, Wasserpilz",nein,nein,nein,nein,nein,nein,nein,nein,,
7826,2850,Nichtschwimmerbecken,,,120,20,6,ja,,1.35,1.35,,nein,,,,,,,,,,,
7827,2850,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7823,2851,Schwimmerbecken,nein,,,25,,ja,nein,,,,,,,,,,,,,,,6
7824,2851,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7825,2851,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
7830,2853,Schwimmerbecken,,,,,,,,,,,ja,,,,,,,,,,,4
7831,2853,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
19730,2856,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7843,2859,Schwimmerbecken,nein,,,50,,nein,nein,,,,ja,,,,,,,,,,,6
7844,2859,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7845,2859,Nichtschwimmerbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
7846,2860,Schwimmerbecken,nein,,,25,,ja,nein,,,,nein,,,,,,,,,,,5
7847,2860,Springerbecken,nein,,,,,ja,nein,,,,,,,,,,,,,,,
7848,2860,Nichtschwimmerbecken,nein,,,,,nein,nein,,,,nein,,,,,,,,,,,
19666,2861,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,3
20336,2861,Kursbecken,nein,,60,10,6,,,,,,,,,,,,,,,,,
7849,2862,Schwimmerbecken,nein,,,25,,ja,nein,,,,nein,,ja,ja,nein,nein,ja,ja,,nein,,6
7850,2862,Variobecken,nein,,,,,ja,ja,,,,nein,,,,,,,,,,,
7851,2862,Nichtschwimmerbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7852,2862,Kleinkinderbecken,ja,,,,,nein,nein,,,,nein,,,,,,,,,,,
7853,2862,Schwimmerbecken,nein,,,,,nein,nein,,,,ja,,,,,,,,,,,7
7854,2864,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7855,2864,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
7856,2864,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
7857,2864,Nichtschwimmerbecken,ja,,,,,ja,nein,,,,nein,,,,,,,,,,,
